Date,IBGS.AS,IEAG.AS,EUNH.DE,IHYG.L,EXSA.DE,INFR.AS,IEEM.L,IWDA.AS,EQQQ.DE
2010-01-04,124.52471923828125,86.7588119506836,87.76210021972656,,17.53264617919922,12.078638076782227,2464.003173828125,18.239999771118164,29.978256225585938
2010-01-05,124.61579895019531,86.90095520019531,87.8310775756836,,17.546161651611328,12.056315422058105,2498.17041015625,18.280000686645508,29.996850967407227
2010-01-06,124.61579895019531,86.85078430175781,87.70171356201172,,17.57319450378418,12.056315422058105,2516.875244140625,18.31999969482422,30.043354034423828
2010-01-07,124.71598815917969,87.04312133789062,87.88282775878906,,17.58671760559082,12.056315422058105,2505.9013671875,18.360000610351562,29.978256225585938
2010-01-08,124.75237274169922,87.11001586914062,87.93457794189453,,17.667818069458008,12.056315422058105,2503.407958984375,18.40999984741211,30.13636589050293
